"artist","song","explicit","year","popularity","speechiness","tempo","genre"
"Eminem","We Made You",FALSE,2009,63,0.0792,114.003,"hip hop"
"Dizzee Rascal","Bonkers",FALSE,2011,38,0.22,126.127,"hip hop, pop, Dance/Electronic"
"Ciara","Love Sex Magic (feat. Justin Timberlake)",FALSE,2009,58,0.138,107.011,"pop, R&B"
"Rihanna","Russian Roulette",TRUE,2009,64,0.0447,80.051,"hip hop, pop, R&B"
"Soulja Boy","Turn My Swag On",FALSE,2008,59,0.0269,150.154,"hip hop, pop"
"The xx","Intro",FALSE,2009,2,0.027,100.363,"rock"
"Jay Sean","Down",FALSE,2009,3,0.0321,65.997,"hip hop, pop, R&B"
"Keri Hilson","Turnin Me On - Original Dirty",TRUE,2008,41,0.061,159.873,"pop, R&B"
"David Guetta","When Love Takes Over (feat. Kelly Rowland)",FALSE,2010,69,0.0253,129.967,"hip hop, pop, Dance/Electronic"
"Cheryl","Fight For This Love",FALSE,2009,65,0.0912,122.988,"pop, Dance/Electronic"
"Soulja Boy","Kiss Me Thru The Phone",TRUE,2008,76,0.112,149.998,"hip hop, pop"
"Eminem","Crack A Bottle",TRUE,2009,70,0.186,169.561,"hip hop"
"P!nk","Sober",FALSE,2010,46,0.0299,91.066,"pop"
"Tinchy Stryder","Number 1",FALSE,2009,59,0.0377,114.912,"pop, Dance/Electronic"
"Pixie Lott","Mama Do (Uh Oh, Uh Oh)",FALSE,2009,54,0.19,119.918,"pop, Dance/Electronic"
"JLS","Beat Again - Radio Edit",FALSE,2009,0,0.0712,120.02,"pop"
"3OH!3","DONTTRUSTME",TRUE,2008,70,0.254,130.012,"hip hop, pop, rock"
"A.R. Rahman","Jai Ho! (You Are My Destiny)",FALSE,2009,65,0.061,136.202,"set()"
"Akon","Beautiful",FALSE,2008,65,0.0889,130.015,"pop"
"Alexandra Burke","Bad Boys (feat. Flo Rida)",FALSE,2009,57,0.0538,140.029,"pop"
"Mario","Break Up",TRUE,2009,51,0.363,73.881,"pop, R&B"
"Drake","Forever",TRUE,2009,73,0.342,104.02,"hip hop, pop, R&B"
"Selena Gomez & The Scene","Naturally",FALSE,2009,63,0.0511,132.612,"pop, Dance/Electronic"
"The Veronicas","Untouched",FALSE,2005,58,0.234,177.008,"pop, Dance/Electronic"
"Fabolous","Throw It In The Bag",TRUE,2009,59,0.0473,172.049,"hip hop, pop, R&B"
"Jason Derulo","Whatcha Say",FALSE,2010,70,0.0779,144.036,"hip hop, pop"
"Lily Allen","Not Fair",TRUE,2009,54,0.0402,121.491,"pop"
"T.I.","Dead And Gone",TRUE,2008,68,0.259,135.021,"hip hop, pop"
"Sean Kingston","Fire Burning",FALSE,2009,71,0.0329,122.973,"hip hop, pop, R&B"
"Empire of the Sun","Walking On A Dream",FALSE,2008,77,0.0458,126.975,"rock, pop, Dance/Electronic"
"Cobra Starship","Good Girls Go Bad (feat. Leighton Meester)",FALSE,2009,65,0.0815,119.964,"pop, Dance/Electronic"
"Nickelback","If Today Was Your Last Day",FALSE,2008,66,0.0355,89.956,"rock, metal"
"La Roux","Bulletproof",FALSE,2009,71,0.0477,123.016,"pop, Dance/Electronic"
"Kasabian","Fire",FALSE,2009,64,0.0311,117.029,"rock"
"Calvin Harris","I'm Not Alone - Radio Edit",FALSE,2009,55,0.0321,130.99,"hip hop, pop, Dance/Electronic"
"Justin Bieber","One Time",FALSE,2009,71,0.0372,145.999,"pop"
"Jamie Foxx","Blame It",TRUE,2008,65,0.103,176.052,"hip hop, pop, R&B"
"La Roux","In For The Kill",FALSE,2009,59,0.0455,150.01,"pop, Dance/Electronic"
"Muse","Uprising",FALSE,2009,75,0.0775,128.019,"rock"
"Nickelback","Gotta Be Somebody",FALSE,2008,62,0.0601,115.998,"rock, metal"
"Dizzee Rascal","Holiday",FALSE,2011,60,0.0448,117.985,"hip hop, pop, Dance/Electronic"
"Beyoncé","Single Ladies (Put a Ring on It)",FALSE,2008,67,0.296,193.437,"pop, R&B"
"Boys Like Girls","Love Drunk",FALSE,2009,64,0.141,150.005,"pop"
"The-Dream","Rockin' That Shit",TRUE,2009,62,0.0422,78.005,"hip hop, pop, R&B"
"OneRepublic","Secrets",FALSE,2009,74,0.0366,148.021,"pop"
"JLS","Everybody in Love",FALSE,2013,39,0.0327,140.022,"pop"
"Jason Aldean","Big Green Tractor",FALSE,2009,50,0.0289,137.077,"country"
"The Fray","Never Say Never",FALSE,2009,67,0.0317,160.139,"pop"
"Lily Allen","The Fear",TRUE,2009,53,0.0404,134.002,"pop"
"Drake","Best I Ever Had",TRUE,2010,54,0.33,162.161,"hip hop, pop, R&B"
"Kelly Clarkson","Already Gone",FALSE,2009,56,0.0757,78.139,"pop, R&B"
"Miley Cyrus","Party In The U.S.A.",FALSE,2009,79,0.042,96.021,"pop"
"Jordin Sparks","Battlefield",FALSE,2009,57,0.0339,144.953,"pop, R&B"
"Ne-Yo","Mad",FALSE,2008,64,0.0343,129.94,"pop, R&B"
"Green Day","21 Guns",FALSE,2009,73,0.0355,159.779,"rock"
"Keri Hilson","Knock You Down",FALSE,2009,57,0.16,155.165,"pop, R&B"
"Taylor Swift","You Belong With Me",FALSE,2008,55,0.0384,129.964,"pop"
"Shinedown","Second Chance",FALSE,2008,67,0.0333,100.011,"rock, metal"
"Asher Roth","I Love College",TRUE,2009,62,0.243,86.444,"hip hop, pop"
"Katy Perry","Waking Up In Vegas",FALSE,2008,49,0.0346,130.989,"pop"
"Kelly Clarkson","My Life Would Suck Without You",FALSE,2009,68,0.0509,144.982,"pop, R&B"
"Mumford & Sons","Little Lion Man",TRUE,2009,68,0.0272,138.585,"Folk/Acoustic, rock, pop"
"The Fray","You Found Me",FALSE,2009,73,0.0413,151.994,"pop"
"Bruno Mars","Just the Way You Are",FALSE,2010,77,0.0422,109.021,"pop"
"Eminem","Love The Way You Lie",TRUE,2010,81,0.227,86.989,"hip hop"
"Stromae","Alors on danse - Radio Edit",FALSE,2010,77,0.0793,119.951,"pop"
"Kesha","TiK ToK",FALSE,2010,80,0.142,120.028,"pop, Dance/Electronic"
"David Guetta","Memories (feat. Kid Cudi)",FALSE,2010,76,0.255,129.983,"hip hop, pop, Dance/Electronic"
"Taio Cruz","Dynamite",FALSE,2010,80,0.0859,119.975,"hip hop, pop"
"Rihanna","Only Girl (In The World)",FALSE,2010,73,0.0432,125.906,"hip hop, pop, R&B"
"Katy Perry","California Gurls",FALSE,2012,72,0.0569,125.014,"pop"
"Kesha","Take It Off",FALSE,2010,68,0.0286,125.036,"pop, Dance/Electronic"
"INNA","Hot - Play & Win Radio Version",FALSE,2010,42,0.28,128,"pop"
"Far East Movement","Like A G6",FALSE,2010,73,0.449,124.913,"hip hop, pop"
"David Guetta","Gettin' Over You (feat. Fergie & LMFAO)",FALSE,2010,62,0.0816,129.944,"hip hop, pop, Dance/Electronic"
"Duck Sauce","Barbra Streisand - Radio Edit",FALSE,2010,46,0.108,127.965,"Dance/Electronic"
"Lucenzo","Danza Kuduro (feat. Don Omar)",FALSE,2011,0,0.112,130.003,"latin"
"Rihanna","Te Amo",TRUE,2009,67,0.0818,171.917,"hip hop, pop, R&B"
"Timbaland","Carry Out (Featuring Justin Timberlake)",FALSE,2009,69,0.113,115.68,"hip hop, pop, R&B"
"DJ Fresh","Gold Dust - Radio Edit",FALSE,2010,63,0.147,176.985,"pop, Dance/Electronic"
"Edward Maya","Stereo Love - Radio Edit",FALSE,2010,66,0.0322,127.041,"pop"
"Taio Cruz","Break Your Heart",FALSE,2010,74,0.0314,122.01,"hip hop, pop"
"Black Eyed Peas","Imma Be",FALSE,2009,61,0.365,92.035,"hip hop, pop"
"Sidney Samson","Riverside",TRUE,2009,47,0.0445,125.997,"Dance/Electronic"
"Eminem","Not Afraid",TRUE,2010,79,0.264,114.635,"hip hop"
"Lady Gaga","Alejandro",FALSE,2009,67,0.0462,98.998,"pop"
"Rihanna","Rude Boy",TRUE,2009,74,0.127,173.906,"hip hop, pop, R&B"
"Ne-Yo","Beautiful Monster",FALSE,2010,57,0.131,128.013,"pop, R&B"
"3OH!3","Starstrukk",FALSE,2010,32,0.0712,139.896,"hip hop, pop, rock"
"Black Eyed Peas","The Time (Dirty Bit)",FALSE,2010,69,0.0664,127.979,"hip hop, pop"
"Kelly Rowland","Commander",FALSE,2011,59,0.138,124.638,"hip hop, pop, R&B"
"Swedish House Mafia","One (Your Name) - Radio Edit",FALSE,2010,63,0.0333,125.061,"pop, Dance/Electronic"
"Chris Brown","Deuces (feat. Tyga & Kevin McCall)",TRUE,2011,68,0.11,73.987,"hip hop, pop, R&B"
"Usher","DJ Got Us Fallin' In Love (feat. Pitbull)",FALSE,2010,79,0.109,119.963,"hip hop, pop, R&B"
"Iyaz","Replay",FALSE,2009,75,0.0708,91.031,"hip hop, pop"
"Flo Rida","Club Can't Handle Me (feat. David Guetta)",FALSE,2010,76,0.0327,127.966,"hip hop, pop"
"Sean Kingston","Eenie Meenie",FALSE,2010,74,0.0322,121.223,"hip hop, pop, R&B"
"Waka Flocka Flame","No Hands (feat. Roscoe Dash & Wale)",TRUE,2010,58,0.0391,131.497,"hip hop, pop"
"Tinie Tempah","Written in the Stars (feat. Eric Turner)",FALSE,2010,57,0.0981,91.881,"hip hop, pop, Dance/Electronic"
"Bruno Mars","Talking to the Moon",FALSE,2010,76,0.032,145.867,"pop"
"Miley Cyrus","Can't Be Tamed",FALSE,2010,0,0.144,116.98,"pop"
"Mike Posner","Cooler Than Me - Single Mix",FALSE,2010,75,0.0474,129.965,"hip hop, pop, Dance/Electronic"
"Lady Gaga","Telephone",FALSE,2009,69,0.0404,122.014,"pop"
"Yolanda Be Cool","We No Speak Americano (JT Radio Edit)",FALSE,2010,1,0.0464,124.996,"Dance/Electronic"
"Rihanna","Hard",TRUE,2009,55,0.111,182.032,"hip hop, pop, R&B"
"Tinie Tempah","Pass Out",TRUE,2010,53,0.296,91.1,"hip hop, pop, Dance/Electronic"
"Adam Lambert","Whataya Want from Me",FALSE,2009,57,0.0429,185.934,"pop"
"Trey Songz","Bottoms Up (feat. Nicki Minaj)",TRUE,2010,0,0.161,74.008,"hip hop, pop, R&B"
"Timbaland","If We Ever Meet Again (Featuring Katy Perry)",FALSE,2009,68,0.0393,126.091,"hip hop, pop, R&B"
"Enrique Iglesias","I Like It",FALSE,2010,63,0.0878,129.007,"pop, latin"
"Tim Berg","Seek Bromance - Avicii’s Vocal Edit",FALSE,2010,0,0.0401,126.026,"pop, Dance/Electronic"
"Usher","OMG (feat. will.i.am)",FALSE,2010,73,0.0332,129.998,"hip hop, pop, R&B"
"Maroon 5","Misery",FALSE,2010,67,0.0424,102.978,"pop"
"Rihanna","Man Down",TRUE,2010,68,0.177,155.788,"hip hop, pop, R&B"
"3OH!3","My First Kiss (feat. Ke$ha)",FALSE,2010,62,0.0804,138.021,"hip hop, pop, rock"
"Justin Bieber","Baby",FALSE,2010,81,0.137,65.043,"pop"
"Cali Swag District","Teach Me How to Dougie",TRUE,2011,66,0.141,85.013,"hip hop, pop"
"Swedish House Mafia","Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah",TRUE,2010,54,0.0674,125.03,"pop, Dance/Electronic"
"K'NAAN","Wavin' Flag",FALSE,2009,57,0.0729,75.974,"set()"
"Ludacris","How Low",TRUE,2010,63,0.0533,143.96,"hip hop, pop"
"Kesha","Blah Blah Blah (feat. 3OH!3)",TRUE,2010,61,0.115,120.003,"pop, Dance/Electronic"
"DJ Khaled","All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",TRUE,2010,51,0.189,150.1,"hip hop, pop"
"Jason Derulo","In My Head",FALSE,2010,65,0.033,110.009,"hip hop, pop"
"Aloe Blacc","I Need A Dollar",FALSE,2010,1,0.0333,95.498,"R&B"
"B.o.B","Airplanes (feat. Hayley Williams of Paramore)",TRUE,2010,74,0.116,93.033,"hip hop, pop"
"Ludacris","My Chick Bad",TRUE,2010,68,0.378,84.789,"hip hop, pop"
"Nelly","Just A Dream",FALSE,2010,73,0.0305,89.917,"hip hop, pop, R&B"
"Rihanna","What's My Name?",FALSE,2010,66,0.069,100.025,"hip hop, pop, R&B"
"Shontelle","Impossible",FALSE,2010,35,0.0343,90.034,"pop, R&B"
"Take That","The Flood",FALSE,2010,57,0.044,100.631,"pop"
"Trey Songz","Say Aah (feat. Fabolous)",FALSE,2009,54,0.113,93.01,"hip hop, pop, R&B"
"Drake","Over",TRUE,2010,57,0.279,100.093,"hip hop, pop, R&B"
"Example","Kickstarts",FALSE,2010,63,0.0573,126.056,"pop, Dance/Electronic"
"Plan B","She Said",FALSE,2010,62,0.141,147.007,"Dance/Electronic"
"The Saturdays","Higher",FALSE,2010,61,0.0341,117.011,"pop, Dance/Electronic"
"Jay Sean","Do You Remember",FALSE,2009,2,0.0644,125.846,"hip hop, pop, R&B"
"Usher","Hey Daddy (Daddy's Home)",FALSE,2010,60,0.0286,95.975,"hip hop, pop, R&B"
"Lil Wayne","Right Above It",TRUE,2010,68,0.356,76.052,"hip hop, pop"
"The Wanted","All Time Low",FALSE,2010,18,0.0563,134.036,"pop, Dance/Electronic"
"Kesha","Your Love Is My Drug",FALSE,2010,69,0.0982,120.057,"pop, Dance/Electronic"
"Ellie Goulding","Starry Eyed",FALSE,2010,54,0.0389,149.967,"pop, rock, Dance/Electronic"
"Drake","Find Your Love",FALSE,2010,56,0.173,96.033,"hip hop, pop, R&B"
"Jason Derulo","Ridin' Solo",FALSE,2010,66,0.146,89.338,"hip hop, pop"
"Two Door Cinema Club","What You Know",FALSE,2010,0,0.0407,139.048,"World/Traditional, rock, pop"
"JAY-Z","Young Forever",TRUE,2009,65,0.0693,140.329,"hip hop"
"Young Money","BedRock",TRUE,2009,71,0.295,148.005,"hip hop, pop"
"B.o.B","Nothin' on You (feat. Bruno Mars)",FALSE,2010,74,0.0493,103.993,"hip hop, pop"
"Katy Perry","Teenage Dream",FALSE,2010,69,0.0361,120.011,"pop"
"Scouting For Girls","This Ain't a Love Song",FALSE,2017,52,0.0451,176.667,"pop, rock"
"Travie McCoy","Billionaire (feat. Bruno Mars)",TRUE,2010,72,0.258,86.776,"hip hop, pop"
"Owl City","Fireflies",FALSE,2009,78,0.0439,180.114,"rock, pop"
"Alicia Keys","Empire State of Mind (Part II) Broken Down",FALSE,2009,71,0.0341,92.923,"pop, R&B"
"Lady A","Need You Now",FALSE,2010,73,0.0318,107.884,"pop, country"
"Taylor Swift","Back To December",FALSE,2010,65,0.0303,141.893,"pop"
"Neon Trees","Animal",FALSE,2010,64,0.0437,147.99,"rock, pop"
"Kris Allen","Live Like We're Dying",FALSE,2009,51,0.0397,92.011,"pop"
"Matt Cardle","When We Collide",FALSE,2011,46,0.0343,81.986,"pop"
"Robyn","Dancing On My Own",FALSE,2010,0,0.0349,117.015,"pop, Dance/Electronic"
"The Band Perry","If I Die Young",FALSE,2010,64,0.0277,130.739,"country"
"B.o.B","Magic (feat. Rivers Cuomo)",FALSE,2010,65,0.343,82.439,"hip hop, pop"
"Adele","Rolling in the Deep",TRUE,2011,2,0.0298,104.948,"pop, R&B"
"Maroon 5","Moves Like Jagger - Studio Recording From ""The Voice"" Performance",FALSE,2010,77,0.0475,128.044,"pop"
"LMFAO","Party Rock Anthem",FALSE,2011,73,0.156,130.014,"hip hop, pop, Dance/Electronic"
"Katy Perry","Firework",FALSE,2010,72,0.049,124.071,"pop"
"Bruno Mars","Grenade",FALSE,2010,78,0.0542,110.444,"pop"
"Pitbull","Hey Baby (Drop It to the Floor) (feat. T-Pain)",FALSE,2011,71,0.0884,128.024,"hip hop, pop, latin"
"Alexandra Stan","Mr. Saxobeat",FALSE,2011,0,0.0468,126.976,"pop, Dance/Electronic"
"David Guetta","Who's That Chick? (feat. Rihanna)",FALSE,2010,71,0.116,127.938,"hip hop, pop, Dance/Electronic"
"Jennifer Lopez","On The Floor",FALSE,2011,79,0.0496,130,"hip hop, pop, R&B"
"Rihanna","S&M",FALSE,2010,73,0.042,127.975,"hip hop, pop, R&B"
"Kesha","Blow",FALSE,2010,69,0.0392,120.013,"pop, Dance/Electronic"
"Snoop Dogg","Sweat - Remix",FALSE,2011,68,0.03,130.02,"hip hop, pop"
"Taio Cruz","Higher",FALSE,2010,61,0.0721,128.027,"hip hop, pop"
"Usher","More - RedOne Jimmy Joker Remix",FALSE,2010,67,0.0543,125.083,"hip hop, pop, R&B"
"Example","Changed the Way You Kiss Me - Radio Edit",FALSE,2011,42,0.041,126.979,"pop, Dance/Electronic"
"Black Eyed Peas","Just Can’t Get Enough",FALSE,2010,76,0.179,94.05,"hip hop, pop"
"David Guetta","Where Them Girls At (feat. Nicki Minaj & Flo Rida)",TRUE,2012,72,0.0414,129.884,"hip hop, pop, Dance/Electronic"
"Lykke Li","I Follow Rivers - The Magician Remix",FALSE,2011,51,0.0395,122.019,"pop, Dance/Electronic"
"Pitbull","Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",FALSE,2011,81,0.161,129.024,"hip hop, pop, latin"
"Selena Gomez & The Scene","Love You Like A Love Song",FALSE,2011,79,0.0469,117.009,"pop, Dance/Electronic"
"Wiz Khalifa","Black and Yellow",TRUE,2011,75,0.0675,164.02,"hip hop, pop"
"Katy Perry","E.T.",FALSE,2012,65,0.175,151.684,"pop"
"Britney Spears","I Wanna Go",FALSE,2011,66,0.0414,130.002,"pop"
"Gym Class Heroes","Stereo Hearts (feat. Adam Levine)",FALSE,2011,81,0.0976,89.99,"hip hop, pop"
"Enrique Iglesias","Tonight (I'm Fuckin' You)",TRUE,2010,63,0.0523,125.953,"pop, latin"
"Jeremih","Down On Me",FALSE,2010,72,0.114,160.041,"hip hop, pop, R&B"
"Sak Noel","Loca People - Radio Edit",TRUE,2011,49,0.0599,127.998,"Dance/Electronic"
"Olly Murs","Heart Skips a Beat (feat. Rizzle Kicks)",FALSE,2011,61,0.0581,110.621,"pop, Dance/Electronic"
"LMFAO","Sexy And I Know It",FALSE,2011,67,0.316,130.021,"hip hop, pop, Dance/Electronic"
"Cobra Starship","You Make Me Feel... (feat. Sabi)",FALSE,2011,70,0.0535,131.959,"pop, Dance/Electronic"
"Jessie J","Do It Like A Dude",TRUE,2011,57,0.049,140.036,"hip hop, pop"
"DJ Fresh","Louder (feat. Sian Evans) - Radio Edit",FALSE,2012,55,0.0464,139.85,"pop, Dance/Electronic"
"Waka Flocka Flame","No Hands (feat. Roscoe Dash & Wale)",TRUE,2010,76,0.0391,131.497,"hip hop, pop"
"Nickelback","When We Stand Together",FALSE,2011,65,0.0489,187.961,"rock, metal"
"M83","Midnight City",FALSE,2011,76,0.0393,105.013,"rock, pop, metal, Dance/Electronic"
"Britney Spears","Till the World Ends",FALSE,2011,65,0.0665,131.951,"pop"
"Labrinth","Earthquake (feat. Tinie Tempah)",TRUE,2012,62,0.1,153.071,"pop"
"Jason Derulo","Don't Wanna Go Home",FALSE,2011,63,0.0652,121.956,"hip hop, pop"
"Coldplay","Paradise",FALSE,2011,82,0.0268,139.631,"rock, pop"
"Katy Perry","Last Friday Night (T.G.I.F.)",FALSE,2012,74,0.0415,126.03,"pop"
"Adele","Set Fire to the Rain",FALSE,2011,2,0.0249,107.995,"pop, R&B"
"Dr. Dre","I Need A Doctor",TRUE,2011,71,0.452,155.826,"hip hop"
"Lil Wayne","6 Foot 7 Foot",TRUE,2011,1,0.304,79.119,"hip hop, pop"
"DJ Khaled","I'm On One",TRUE,2011,70,0.318,149.33,"hip hop, pop"
"Chris Brown","Look At Me Now (feat. Lil' Wayne & Busta Rhymes)",TRUE,2011,71,0.184,146.155,"hip hop, pop, R&B"
"Far East Movement","Rocketeer",FALSE,2010,61,0.0461,96.005,"hip hop, pop"
"The Wanted","Glad You Came",FALSE,2011,77,0.0639,126.885,"pop, Dance/Electronic"
"Kesha","We R Who We R",FALSE,2010,71,0.0407,119.95,"pop, Dance/Electronic"
"Kelly Rowland","Motivation",FALSE,2011,65,0.0418,140.889,"hip hop, pop, R&B"
"Rihanna","We Found Love",FALSE,2011,75,0.0383,127.985,"hip hop, pop, R&B"
"Nicole Scherzinger","Don't Hold Your Breath",FALSE,2011,62,0.0262,110.955,"pop, Dance/Electronic"
"Mann","Buzzin Remix",TRUE,2011,48,0.146,104.029,"hip hop, pop"
"Chris Brown","Yeah 3x",TRUE,2011,69,0.0445,130,"hip hop, pop, R&B"
"Swedish House Mafia","Save The World",FALSE,2011,65,0.0474,126.879,"pop, Dance/Electronic"
"Kanye West","All Of The Lights",TRUE,2010,76,0.0717,142.113,"hip hop"
"Miguel","Sure Thing",FALSE,2010,78,0.1,81.001,"pop, R&B"
"Diddy - Dirty Money","Coming Home",FALSE,2010,69,0.193,168.001,"hip hop, pop, R&B"
"Chris Brown","Beautiful People",FALSE,2019,53,0.161,127.898,"hip hop, pop, R&B"
"Avril Lavigne","What the Hell",FALSE,2011,74,0.0548,149.976,"pop"
"Professor Green","Read All About It",TRUE,2011,39,0.0434,100.963,"Dance/Electronic"
"Chase & Status","Blind Faith",FALSE,2011,60,0.0472,140.042,"Dance/Electronic"
"Chip","Champion (feat. Chris Brown)",TRUE,2011,48,0.24,190.151,"hip hop, Dance/Electronic"
"Selena Gomez & The Scene","Who Says",FALSE,2011,76,0.0479,101.019,"pop, Dance/Electronic"
"Rizzle Kicks","Down With The Trumpets",FALSE,2011,59,0.0806,115.057,"hip hop"
"Lady Gaga","Born This Way",FALSE,2011,72,0.161,123.907,"pop"
"Nicki Minaj","Super Bass",TRUE,2010,0,0.209,126.991,"hip hop, pop"
"Mac Miller","Donald Trump",TRUE,2011,61,0.118,162.994,"hip hop"
"Calvin Harris","Bounce (feat. Kelis) - Radio Edit",FALSE,2012,62,0.0399,127.941,"hip hop, pop, Dance/Electronic"
"David Guetta","Without You (feat. Usher)",FALSE,2012,70,0.0285,127.884,"hip hop, pop, Dance/Electronic"
"Foster The People","Pumped Up Kicks",FALSE,2011,82,0.0292,127.975,"rock, pop"
"Drake","Headlines",TRUE,2011,74,0.106,151.894,"hip hop, pop, R&B"
"Jessie J","Price Tag",FALSE,2011,73,0.182,175.015,"hip hop, pop"
"Jason Aldean","Dirt Road Anthem",FALSE,2010,53,0.0352,127.037,"country"
"Wiz Khalifa","Roll Up",TRUE,2011,63,0.192,125.358,"hip hop, pop"
"OneRepublic","Good Life",TRUE,2009,72,0.052,94.988,"pop"
"Bad Meets Evil","Lighters",TRUE,2011,68,0.245,90.268,"hip hop, pop"
"Bruno Mars","The Lazy Song",FALSE,2010,75,0.0699,174.915,"pop"
"Lupe Fiasco","The Show Goes On",TRUE,2011,70,0.115,143.067,"hip hop, pop"
"James Morrison","I Won't Let You Go",FALSE,2011,64,0.0304,105.955,"pop, R&B"
"Jason Derulo","It Girl",FALSE,2011,70,0.0605,91.993,"hip hop, pop"
"Adele","Someone Like You",FALSE,2011,4,0.028,135.047,"pop, R&B"
"Red Hot Chili Peppers","The Adventures of Rain Dance Maggie",FALSE,2011,65,0.029,106.254,"rock"
"Keri Hilson","Pretty Girl Rock",FALSE,2010,67,0.246,160.014,"pop, R&B"
"P!nk","F**kin' Perfect",TRUE,2010,60,0.0373,91.964,"pop"
"Blake Shelton","Honey Bee",FALSE,2011,50,0.0385,205.57,"country"
"Lady Gaga","The Edge Of Glory",FALSE,2011,67,0.041,127.952,"pop"
"Lady A","Just A Kiss",FALSE,2011,63,0.0307,142.881,"pop, country"
"Hot Chelle Rae","Tonight Tonight",FALSE,2011,73,0.119,99.978,"hip hop, pop, rock"
"Grouplove","Tongue Tied",FALSE,2011,79,0.0439,112.96,"pop, rock, Folk/Acoustic"
"Coldplay","Every Teardrop Is a Waterfall",FALSE,2011,69,0.0396,117.98,"rock, pop"
"Beyoncé","Best Thing I Never Had",FALSE,2011,69,0.0324,99.099,"pop, R&B"
"P!nk","Raise Your Glass",TRUE,2010,76,0.0838,122.019,"pop"
"Christina Perri","Jar of Hearts",FALSE,2011,72,0.0316,74.541,"pop"
"Bruno Mars","Marry You",FALSE,2010,75,0.0367,144.905,"pop"
"Lil Wayne","How To Love",FALSE,2011,0,0.0418,153.992,"hip hop, pop"
"Charlene Soraia","Wherever You Will Go",FALSE,2011,60,0.0334,111.202,"pop"
"Christina Perri","A Thousand Years",FALSE,2011,70,0.0267,139.028,"pop"
"Carly Rae Jepsen","Call Me Maybe",FALSE,2012,78,0.0408,120.021,"pop, Dance/Electronic"
"fun.","We Are Young (feat. Janelle Monáe)",FALSE,2012,76,0.075,184.086,"rock, pop"
"Sean Paul","She Doesn't Mind",FALSE,2012,70,0.0693,120.015,"hip hop, pop"
"Pitbull","International Love (feat. Chris Brown)",FALSE,2011,74,0.0499,120.05,"hip hop, pop, latin"
"DEV","In The Dark",FALSE,2012,52,0.0672,124.954,"pop, Dance/Electronic"
"Adele","Skyfall",FALSE,2012,74,0.0282,75.881,"pop, R&B"
"David Guetta","Turn Me On (feat. Nicki Minaj)",FALSE,2012,65,0.0591,127.96,"hip hop, pop, Dance/Electronic"
"Rihanna","Where Have You Been",FALSE,2011,71,0.0916,127.963,"hip hop, pop, R&B"
"JAY-Z","Ni**as In Paris",TRUE,2011,82,0.311,140.022,"hip hop"
"Maroon 5","One More Night",FALSE,2012,74,0.0314,92.997,"pop"
"Skrillex","Bangarang (feat. Sirah)",TRUE,2011,70,0.196,110.026,"hip hop, pop, Dance/Electronic"
"The Wanted","Chasing The Sun",FALSE,2012,69,0.0965,128.108,"pop, Dance/Electronic"
"Flo Rida","Whistle",FALSE,2012,77,0.0453,103.976,"hip hop, pop"
"will.i.am","This Is Love",FALSE,2013,62,0.0445,128.954,"hip hop, pop"
"David Guetta","She Wolf (Falling to Pieces) [feat. Sia]",FALSE,2012,66,0.0655,129.973,"hip hop, pop, Dance/Electronic"
"Nicki Minaj","Pound The Alarm",TRUE,2012,64,0.0609,125.055,"hip hop, pop"
"Kendrick Lamar","Swimming Pools (Drank) - Extended Version",TRUE,2012,63,0.404,74.132,"hip hop"
"MARINA","Primadonna",FALSE,2012,78,0.0337,127.98,"pop, Dance/Electronic"
"Kanye West","Mercy",TRUE,2012,73,0.406,139.993,"hip hop"
"DJ Fresh","Hot Right Now (feat. RITA ORA) - Radio Edit",FALSE,2012,58,0.0431,175.017,"pop, Dance/Electronic"
"PSY","Gangnam Style (강남스타일)",FALSE,2012,72,0.286,132.067,"pop"
"Kesha","Die Young",FALSE,2012,78,0.046,128.001,"pop, Dance/Electronic"
"Usher","Scream",FALSE,2012,66,0.0973,127.992,"hip hop, pop, R&B"
"Olly Murs","Troublemaker (feat. Flo Rida)",FALSE,2012,0,0.0565,106.008,"pop, Dance/Electronic"
"Linkin Park","BURN IT DOWN",FALSE,2012,73,0.0534,110.006,"rock, metal"
"Bruno Mars","Locked out of Heaven",FALSE,2012,85,0.0431,143.994,"pop"
"Avicii","Levels - Radio Edit",FALSE,2011,77,0.0343,126.04,"pop, Dance/Electronic"
"Flo Rida","Good Feeling",FALSE,2012,76,0.0688,128.011,"hip hop, pop"
"Rihanna","Diamonds",FALSE,2012,75,0.0461,91.972,"hip hop, pop, R&B"
"Wiz Khalifa","Work Hard, Play Hard",TRUE,2012,62,0.0485,140.008,"hip hop, pop"
"Katy Perry","Part Of Me",FALSE,2012,73,0.0355,130.028,"pop"
"Nicki Minaj","Starships",TRUE,2012,75,0.075,125.008,"hip hop, pop"
"Kendrick Lamar","m.A.A.d city",TRUE,2012,67,0.271,91.048,"hip hop"
"Asaf Avidan & the Mojos","One Day / Reckoning Song (Wankelmut Remix) [Radio Edit]",FALSE,2012,0,0.0547,119.012,"pop"
"Florence + The Machine","Spectrum (Say My Name) - Calvin Harris Remix",FALSE,2011,68,0.0482,126.092,"rock, pop, Dance/Electronic"
